user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCA_002688965.1_ASM268896v1_cds_from_genomic.fna.fna	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965	GCA_002688965.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965	100.0	0.99	GCA_002688965.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965	100.0	0.99	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.72	11	N/A	N/A
GCA_001761425.1_ASM176142v1_cds_from_genomic.fna.fna	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__SG9;s__SG9 sp001761425	GCA_001761425.1	95.0	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__SG9;s__SG9 sp001761425	100.0	1.0	GCA_001761425.1	95.0	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__SG9;s__SG9 sp001761425	100.0	1.0	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	73.48	11	N/A	N/A
GCA_002687935.1_ASM268793v1_cds_from_genomic.fna.fna	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__UBA55;g__UBA55;s__UBA55 sp002687935	GCA_002687935.1	95.0	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__UBA55;g__UBA55;s__UBA55 sp002687935	100.0	1.0	GCA_002687935.1	95.0	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__UBA55;g__UBA55;s__UBA55 sp002687935	100.0	1.0	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__UBA55;g__UBA55;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002495465.1, s__UBA55 sp002495465, 95.0, 88.23, 0.67	81.73	11	N/A	N/A
GCA_002687735.1_ASM268773v1_cds_from_genomic.fna.fna	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__Iainarchaeaceae;g__UBA493;s__UBA493 sp002687735	GCA_002687735.1	95.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__Iainarchaeaceae;g__UBA493;s__UBA493 sp002687735	100.0	1.0	GCA_002687735.1	95.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__Iainarchaeaceae;g__UBA493;s__UBA493 sp002687735	100.0	1.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__Iainarchaeaceae;g__UBA493;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002499505.1, s__UBA493 sp002499505, 95.0, 98.49, 0.43; GCA_002762975.1, s__UBA493 sp002762975, 95.0, 77.24, 0.07	68.23	11	N/A	N/A
GCA_002688035.1_ASM268803v1_cds_from_genomic.fna.fna	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GCA-2688035;g__GCA-2688035;s__GCA-2688035 sp002688035	GCA_002688035.1	95.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GCA-2688035;g__GCA-2688035;s__GCA-2688035 sp002688035	100.0	1.0	GCA_002688035.1	95.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GCA-2688035;g__GCA-2688035;s__GCA-2688035 sp002688035	100.0	1.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.32	11	N/A	N/A
GCA_000237865.1_ASM23786v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi	GCF_000237865.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi	100.0	1.0	GCF_000237865.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000415965.1, s__Haloquadratum walsbyi_A, 95.0, 85.04, 0.51; GCA_000416005.1, s__Haloquadratum sp000416005, 95.0, 81.17, 0.05; GCA_000415985.1, s__Haloquadratum walsbyi_B, 95.0, 80.36, 0.36	95.84	11	N/A	N/A
GCA_000009185.1_ASM918v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi	GCF_000237865.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi	95.57	0.78	GCF_000237865.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi	95.57	0.78	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000415965.1, s__Haloquadratum walsbyi_A, 95.0, 84.99, 0.45; GCA_000415985.1, s__Haloquadratum walsbyi_B, 95.0, 80.24, 0.33; GCA_000416005.1, s__Haloquadratum sp000416005, 95.0, 79.09, 0.07	95.84	11	N/A	N/A
GCA_000172995.2_ASM17299v2_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	GCF_000172995.2	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	100.0	1.0	GCF_000172995.2	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900115785.1, s__Halogeometricum limi, 95.0, 84.87, 0.44; GCF_900112175.1, s__Halogeometricum rufum, 95.0, 84.75, 0.41; GCF_000337095.1, s__Halogeometricum pallidum, 95.0, 83.59, 0.36	97.85	11	N/A	N/A
GCA_001190965.1_ASM119096v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	GCF_000336775.1	96.83	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	99.18	0.84	GCF_000336775.1	96.83	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	99.18	0.84	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000336815.1, s__Haloferax prahovense, 96.83, 96.66, 0.88; GCF_001482285.1, s__Haloferax sp001482285, 95.0, 94.23, 0.62; GCF_001469875.2, s__Haloferax sp001469875, 95.0, 93.39, 0.72; GCF_000337835.1, s__Haloferax sulfurifontis, 96.93, 93.17, 0.69; GCF_000025685.1, s__Haloferax volcanii, 95.0, 92.78, 0.66; GCF_000337795.1, s__Haloferax denitrificans, 96.93, 92.41, 0.66; GCF_001368915.1, s__Haloferax massiliensis, 95.28, 92.3, 0.72; GCF_000306765.2, s__Haloferax mediterranei, 95.0, 86.23, 0.47; GCF_000337815.1, s__Haloferax mucosum, 95.0, 85.3, 0.47; GCF_000336755.1, s__Haloferax elongans, 95.0, 84.78, 0.53; GCF_000336955.1, s__Haloferax larsenii, 95.0, 84.71, 0.5; GCF_001469865.1, s__Haloferax sp001469865, 95.0, 83.81, 0.44	96.96	11	N/A	N/A
GCA_000306765.2_ASM30676v2_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax mediterranei	GCF_000306765.2	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax mediterranei	100.0	1.0	GCF_000306765.2	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax mediterranei	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000337795.1, s__Haloferax denitrificans, 96.93, 86.7, 0.44; GCF_001469875.2, s__Haloferax sp001469875, 95.0, 86.65, 0.47; GCF_001368915.1, s__Haloferax massiliensis, 95.28, 86.56, 0.47; GCF_000337815.1, s__Haloferax mucosum, 95.0, 86.26, 0.59; GCF_000336775.1, s__Haloferax gibbonsii, 96.83, 85.81, 0.5; GCF_000337835.1, s__Haloferax sulfurifontis, 96.93, 85.57, 0.47; GCF_001482285.1, s__Haloferax sp001482285, 95.0, 85.56, 0.5; GCF_001469865.1, s__Haloferax sp001469865, 95.0, 85.24, 0.41; GCF_000336815.1, s__Haloferax prahovense, 96.83, 85.2, 0.53; GCF_000025685.1, s__Haloferax volcanii, 95.0, 84.85, 0.47; GCF_000336755.1, s__Haloferax elongans, 95.0, 84.41, 0.62; GCF_000336955.1, s__Haloferax larsenii, 95.0, 83.46, 0.66	97.07	11	N/A	N/A
GCA_002906575.1_ASM290657v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum rubrum	GCF_002906575.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum rubrum	100.0	1.0	GCF_002906575.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__Salinigranum rubrum	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Salinigranum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004916945.1, s__Salinigranum sp004916945, 95.0, 86.74, 0.53	92.68	11	N/A	N/A
GCA_003856835.1_ASM385683v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus aerogenes	GCF_003856835.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus aerogenes	100.0	1.0	GCF_003856835.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus aerogenes	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003336245.1, s__Haloplanus salinus, 95.0, 88.35, 0.48; GCF_003342695.1, s__Haloplanus sp003342695, 95.0, 88.09, 0.55; GCF_900107665.1, s__Haloplanus vescus, 95.0, 86.22, 0.42; GCF_000427685.1, s__Haloplanus natans, 95.0, 85.08, 0.68	96.88	11	N/A	N/A
GCA_003342695.1_ASM334269v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus sp003342695	GCF_003342695.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus sp003342695	100.0	1.0	GCF_003342695.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus sp003342695	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003336245.1, s__Haloplanus salinus, 95.0, 88.96, 0.55; GCF_003856835.1, s__Haloplanus aerogenes, 95.0, 87.41, 0.48; GCF_000427685.1, s__Haloplanus natans, 95.0, 87.07, 0.52; GCF_900107665.1, s__Haloplanus vescus, 95.0, 84.64, 0.42	97.03	11	N/A	N/A
GCA_003342675.1_ASM334267v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus sp003342695	GCF_003342695.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus sp003342695	97.77	0.68	GCF_003342695.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus sp003342695	97.77	0.68	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000427685.1, s__Haloplanus natans, 95.0, 88.4, 0.5; GCF_003336245.1, s__Haloplanus salinus, 95.0, 88.29, 0.56; GCF_003856835.1, s__Haloplanus aerogenes, 95.0, 87.12, 0.47; GCF_900107665.1, s__Haloplanus vescus, 95.0, 85.56, 0.41	97.03	11	N/A	N/A
GCA_001305655.1_ASM130565v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	GCF_001011115.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	99.66	0.9	GCF_001011115.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	99.66	0.9	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.68	11	N/A	N/A
GCA_000223905.1_ASM22390v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	GCF_000223905.1	95.3	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	100.0	1.0	GCF_000223905.1	95.3	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000336615.1, s__Haloarcula amylolytica, 95.3, 95.13, 0.97; GCF_000011085.1, s__Haloarcula marismortui, 95.0, 91.08, 0.79; GCF_001485575.1, s__Haloarcula sp001485575, 95.0, 90.3, 0.94; GCF_000336635.1, s__Haloarcula japonica, 95.0, 90.1, 0.82; GCF_000336895.1, s__Haloarcula argentinensis, 95.0, 90.04, 0.94; GCF_000337775.1, s__Haloarcula vallismortis, 95.0, 88.61, 0.74; GCF_002844335.1, s__Haloarcula taiwanensis, 95.0, 88.55, 0.82; GCF_001280425.1, s__Haloarcula rubripromontorii, 95.0, 88.42, 0.82; GCF_005406125.1, s__Haloarcula sp005406125, 95.0, 88.25, 0.76	97.83	11	N/A	N/A
GCA_000827835.1_ASM82783v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	GCF_000223905.1	95.3	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	98.0	0.83	GCF_000223905.1	95.3	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	98.0	0.83	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000336615.1, s__Haloarcula amylolytica, 95.3, 94.3, 0.86; GCF_000011085.1, s__Haloarcula marismortui, 95.0, 91.42, 0.67; GCF_001485575.1, s__Haloarcula sp001485575, 95.0, 90.54, 0.83; GCF_000336895.1, s__Haloarcula argentinensis, 95.0, 89.93, 0.81; GCF_000336635.1, s__Haloarcula japonica, 95.0, 89.88, 0.69; GCF_002844335.1, s__Haloarcula taiwanensis, 95.0, 89.41, 0.74; GCF_001280425.1, s__Haloarcula rubripromontorii, 95.0, 88.16, 0.71; GCF_000337775.1, s__Haloarcula vallismortis, 95.0, 88.11, 0.69; GCF_005406125.1, s__Haloarcula sp005406125, 95.0, 87.59, 0.69	97.15	11	N/A	N/A
GCA_000470655.1_HATI1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorhabdus;s__Halorhabdus tiamatea	GCF_000470655.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorhabdus;s__Halorhabdus tiamatea	100.0	1.0	GCF_000470655.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorhabdus;s__Halorhabdus tiamatea	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorhabdus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000023945.1, s__Halorhabdus utahensis, 95.0, 86.85, 0.58; GCF_004944975.1, s__Halorhabdus sp004944975, 95.0, 86.52, 0.48; GCF_900880625.1, s__Halorhabdus rudnickae, 95.0, 85.0, 0.61	97.74	11	N/A	N/A
TARA_RED_MAG_00021.fa.fna	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp002503845	GCA_002503845.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp002503845	97.1	0.89	GCA_002503845.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp002503845	97.1	0.89	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.74	11	N/A	N/A
GCA_000015825.1_ASM1582v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus marisnigri	GCF_000015825.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus marisnigri	100.0	1.0	GCF_000015825.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus marisnigri	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000691865.1, s__Methanoculleus sp000691865, 95.0, 94.16, 0.76; GCF_001017125.1, s__Methanoculleus sediminis, 95.0, 93.65, 0.76; GCF_001602375.1, s__Methanoculleus horonobensis, 95.0, 91.34, 0.68; GCA_001315965.1, s__Methanoculleus chikugoensis, 95.0, 89.42, 0.6; GCF_900095385.1, s__Methanoculleus chikugoensis_A, 95.0, 89.4, 0.68; GCA_002498065.1, s__Methanoculleus sp002498065, 95.0, 88.56, 0.64; GCA_002839575.1, s__Methanoculleus sp002839575, 95.0, 88.17, 0.68; GCA_002839645.1, s__Methanoculleus sp002839645, 95.0, 87.04, 0.64; GCA_002506585.1, s__Methanoculleus sp002506585, 95.0, 84.91, 0.68; GCA_002503885.1, s__Methanoculleus marisnigri_B, 95.0, 84.91, 0.56; GCA_002499455.1, s__Methanoculleus sp002499455, 95.0, 84.33, 0.52; GCA_002501655.1, s__Methanoculleus sp002501655, 95.0, 83.47, 0.56; GCA_002508705.1, s__Methanoculleus sp002508705, 95.0, 82.36, 0.52; GCF_000304355.2, s__Methanoculleus bourgensis, 95.0, 82.31, 0.6; GCF_001571405.1, s__Methanoculleus thermophilus, 95.0, 81.97, 0.56; GCA_002497965.1, s__Methanoculleus sp002497965, 95.0, 81.62, 0.32; GCA_001896715.1, s__Methanoculleus sp001896715, 95.0, 81.25, 0.4; GCA_001512375.1, s__Methanoculleus thermohydrogenotrophicum, 95.0, 80.73, 0.4	95.26	11	N/A	N/A
GCA_000147875.1_ASM14787v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__Methanolacinia petrolearia	GCF_000147875.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__Methanolacinia petrolearia	100.0	1.0	GCF_000147875.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__Methanolacinia petrolearia	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanolacinia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000784355.1, s__Methanolacinia paynteri, 95.0, 92.25, 0.73	94.5	11	N/A	N/A
GCA_001889405.1_ASM188940v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus halophilus	GCF_001889405.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus halophilus	100.0	1.0	GCF_001889405.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus halophilus	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900215215.1, s__Methanohalophilus euhalobius, 95.0, 90.38, 0.48; GCF_003722075.1, s__Methanohalophilus sp003722075, 95.0, 89.63, 0.56; GCF_002761295.1, s__Methanohalophilus portucalensis, 95.0, 88.81, 0.68; GCF_004137855.1, s__Methanohalophilus sp004137855, 95.0, 88.48, 0.64; GCF_000025865.1, s__Methanohalophilus mahii, 95.0, 88.25, 0.8	97.31	11	N/A	N/A
GCA_000970325.1_ASM97032v1_cds_from_genomic.fna.fna	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides methylutens_A	GCF_000970325.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides methylutens_A	100.0	1.0	GCF_000970325.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides methylutens_A	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000765475.1, s__Methanococcoides methylutens, 95.0, 85.12, 0.7; GCF_900774055.1, s__Methanococcoides sp900774055, 95.0, 83.85, 0.52; GCF_900111645.1, s__Methanococcoides vulcani, 95.0, 82.69, 0.61; GCF_000013725.1, s__Methanococcoides burtonii, 95.0, 78.8, 0.26	96.6	11	N/A	N/A
